1	8803	62
2	8804	26
3	8805	26
4	8806	26
5	8807	26
6	8808	26
7	8809	26
8	8810	26
9	8811	62
10	8812	62
11	8813	62
12	8814	72
13	8815	72
14	8816	72
15	8817	72
16	8818	72
17	8819	72
18	8820	72
19	8821	72
20	8822	72
24	8823	72
25	8824	72
26	8825	72
27	8826	72
28	8827	72
29	8828	72
30	8829	72
31	8830	74
32	8831	62
33	8832	72
34	8833	72
1060	8834	72
1061	8835	72
1062	8836	72
1063	8837	62
1064	8838	62
1065	8839	62
1066	8840	62
1067	8841	72
1068	8842	72
1069	8843	72
1070	8844	17
1071	8845	100
1072	8846	100
1073	8847	72
1074	8848	72
1075	8849	72
1076	8850	13
1077	8851	98
1078	8852	17
1079	8853	100
1080	8854	13
1081	8855	13
1082	8856	100
1083	8857	72
1084	8858	98
1085	8859	17
1086	8860	57
1087	8861	98
1088	8862	98
1089	8863	59
1090	8864	101
1091	8865	57
1092	8866	57
1093	8867	59
1094	8868	101
1095	8869	101
1096	8870	98
1097	8871	98
1098	8872	98
1341	8873	101
1342	8874	101
1343	8875	101
1344	8876	59
1345	8877	101
1346	8878	101
1347	8879	101
1348	8880	59
1349	8881	59
1350	8882	101
1351	8883	101
1352	8884	98
1353	8885	101
1354	8886	98
1355	8887	101
1356	8888	101
1357	8889	105
1358	8890	101
1359	8891	101
1360	8892	98
1361	8893	98
1362	8894	29
1363	8895	29
1364	8896	29
1365	8897	106
1366	8898	106
1367	8899	29
1368	8900	29
1369	8901	29
1370	8902	149
1371	8903	108
1372	8904	29
1373	8905	29
1374	8906	29
1375	8907	29
1376	8908	108
1377	8909	106
1378	8910	29
1379	8911	106
1380	8912	98
1381	8913	29
2447	8914	106
2448	8915	106
2449	8916	106
2450	8917	29
2451	8918	29
2452	8919	29
2453	8920	149
2454	8921	108
2455	8922	106
2456	8923	29
2457	8924	106
2458	8925	108
2459	8926	108
2460	8927	150
2461	8928	106
2462	8929	98
2463	8930	98
2464	8931	106
2465	8932	98
2466	8933	98
2467	8934	98
2468	8935	98
2469	8936	106
2470	8937	29
2471	8938	106
2472	8939	98
2473	8940	108
2474	8941	98
2475	8942	149
2476	8943	98
2477	8944	98
2478	8945	98
2479	8946	98
2480	8947	98
2481	8948	98
2482	8949	98
2483	8950	98
2484	8951	29
2485	8952	98
2486	8953	98
2487	8954	98
1382	8955	108
1383	8956	36
1384	8957	36
1385	8958	36
1386	8959	19
1387	8960	36
1388	8961	36
1389	8962	36
1390	8963	56
1391	8964	36
1392	8965	36
1393	8966	36
1394	8967	36
1395	8968	36
1396	8969	36
1397	8970	36
1398	8971	56
1399	8972	74
1400	8973	3
1401	8974	83
1402	8975	18
1403	8976	18
1404	8977	81
1405	8978	18
1406	8979	18
1407	8980	18
1408	8981	81
1409	8982	59
1410	8983	81
1411	8984	81
1412	8985	72
1413	8986	72
1414	8987	81
1415	8988	72
1416	8989	111
1417	8990	87
1418	8991	18
1099	8992	18
1100	8993	83
1101	8994	83
1102	8995	81
1103	8996	81
1104	8997	111
1105	8998	87
1106	8999	87
1107	9000	18
1108	9001	18
1109	9002	18
1110	9003	110
1111	9004	53
1112	9005	81
1113	9006	81
1114	9007	83
1115	9008	59
1116	9009	18
1117	9010	18
1118	9011	18
1119	9012	7
1120	9013	59
1121	9014	81
1122	9015	111
1123	9016	111
1124	9017	59
1125	9018	59
1126	9019	87
1127	9020	87
1128	9021	87
1129	9022	87
1130	9023	87
1131	9024	53
1132	9025	53
1133	9026	111
1419	9027	81
1420	9028	72
1421	9029	72
1422	9030	109
1423	9031	59
1424	9032	98
1425	9033	87
1426	9034	87
1427	9035	98
1428	9036	111
1429	9037	192
1430	9038	108
1431	9039	98
1432	9040	98
1433	9041	98
1434	9042	108
1435	9043	108
1436	9044	65
1437	9045	192
1438	9046	65
1439	9047	65
1440	9048	65
1441	9049	98
1442	9050	98
1443	9051	7
1444	9052	7
1445	9053	98
1446	9054	98
1447	9055	98
1448	9056	65
1449	9057	110
1450	9058	110
1451	9059	59
1452	9060	110
1453	9061	98
1134	9062	65
1135	9063	65
1136	9064	98
1137	9065	65
1138	9066	65
1139	9067	65
1140	9068	59
1141	9069	65
1142	9070	65
1143	9071	59
1144	9072	98
1145	9073	65
1146	9074	59
1147	9075	65
1148	9076	59
1149	9077	59
1150	9078	108
1151	9079	65
1152	9080	108
1153	9081	108
1154	9082	110
1155	9083	49
1156	9084	65
1157	9085	49
1158	9086	53
1159	9087	72
1160	9088	72
1161	9089	18
1162	9090	18
1163	9091	18
1164	9092	18
1165	9093	18
1166	9094	18
1167	9095	18
1168	9096	18
1454	9097	18
1455	9098	18
1456	9099	90
1457	9100	74
1458	9101	74
1459	9102	74
1460	9103	90
1461	9104	90
1462	9105	90
1463	9106	72
1464	9107	72
1465	9108	74
1466	9109	77
1467	9110	77
1468	9111	77
1469	9112	77
1470	9113	74
1471	9114	74
1472	9115	84
1473	9116	84
1474	9117	84
1475	9118	84
1476	9119	84
1477	9120	102
1478	9121	102
1479	9122	102
1480	9123	102
1481	9124	102
1482	9125	102
1483	9126	102
1484	9127	102
1485	9128	74
1486	9129	74
1169	9130	74
1170	9131	74
1171	9132	74
1172	9133	74
1173	9134	74
1174	9135	18
1175	9136	73
1176	9137	81
1177	9138	81
1178	9139	81
1179	9140	72
1180	9141	93
1181	9142	93
1182	9143	93
1183	9144	93
1184	9145	93
1185	9146	10
1186	9147	74
1187	9148	74
1188	9149	18
1189	9150	74
1190	9151	74
1191	9152	74
1192	9153	18
1193	9154	73
1194	9155	18
1195	9156	18
1196	9157	74
1197	9158	74
1198	9159	74
1199	9160	77
1487	9161	36
1488	9162	36
1489	9163	63
1490	9164	63
1491	9165	63
1492	9166	63
1493	9167	63
1494	9168	63
1495	9169	63
1496	9170	63
1497	9171	63
1498	9172	63
1499	9173	63
1500	9174	63
1501	9175	63
1502	9176	63
1503	9177	63
1504	9178	63
1505	9179	63
1506	9180	63
1507	9181	63
1508	9182	63
1509	9183	63
1510	9184	63
1511	9185	63
1512	9186	83
1513	9187	83
1514	9188	90
1515	9189	90
1516	9190	90
1517	9191	90
1518	9192	90
1519	9193	63
1200	9194	63
1201	9195	90
1202	9196	90
1203	9197	90
1204	9198	90
